Transaction_ID;Office;Service_Type;Processing_Time;Status;Feedback;Date
6853;Fayoum University Office;general comprehensive power of attorney (banks & others);11;Completed;good service;21/01/2026
6854;Al-Breid El-Gon Office;vehicle inheritance contract;188;Completed;not satisfied;04/01/2026
6855;Itsaa Office;vehicle inheritance contract;240;Completed;average service;14/01/2026
6856;Itsaa Office;general power of attorney (court cases);12;Completed;good;08/01/2026
6857;Itsaa Office;rental contract authentication;22;Completed;average service;07/01/2026
6858;Youssef El-Seddik Office;general power of attorney (court cases);14;Completed;very slow process;30/01/2026
6859;Itsaa Office;general comprehensive power of attorney (banks & others);12;Completed;satisfied;02/01/2026
6860;Tamiya Office;general power of attorney (tax affairs);13;Pending;bad experience;12/01/2026
6861;Tamiya Office;general power of attorney (tax affairs);11;Pending;bad experience;30/01/2026
6862;Tamiya Office;car sale power of attorney;13;Completed;average service;11/01/2026
6863;Al-Breid El-Gon Office;general power of attorney (tax affairs);12;Completed;average service;25/01/2026
6864;Fayoum Model Office;car sale power of attorney;12;Completed;satisfied;30/01/2026
6865;Senores Office;rental contract authentication;25;Completed;average service;06/01/2026
6866;Youssef El-Seddik Office;general power of attorney (tax affairs);15;Pending;bad experience;09/01/2026
6867;El Fayoum Al-Dawahy Office;rental contract authentication;23;Completed;good service;15/01/2026
6868;Senores Office;vehicle inheritance contract;197;Completed;good service;16/01/2026
6869;Fayoum University Office;car operation authorization;13;Pending;average service;07/01/2026
6870;Itsaa Office;car sale power of attorney;13;Completed;not satisfied;16/01/2026
6871;Fayoum University Office;general comprehensive power of attorney (banks & others);14;Completed;not satisfied;06/01/2026
6872;Al-Breid El-Gon Office;car sale power of attorney;12;Completed;not satisfied;07/01/2026
6873;Itsaa Office;general power of attorney (court cases);12;Pending;good;05/01/2026
6874;Tamiya Office;car operation authorization;12;Pending;not satisfied;03/01/2026
6875;Fayoum University Office;general comprehensive power of attorney (banks & others);13;Completed;good;19/01/2026
6876;Itsaa Office;general comprehensive power of attorney (banks & others);14;Pending;excellent staff;09/01/2026
6877;Fayoum Model Office;general power of attorney (tax affairs);10;Completed;good service;18/01/2026
6878;Al-Breid El-Gon Office;motorcycle sale power of attorney;38.48291949;Completed;no feedback;13/01/2026
6879;Tamiya Office;car operation authorization;11;Completed;no feedback;29/01/2026
6880;Fayoum University Office;car operation authorization;10;Pending;satisfied;22/01/2026
6881;Al-Breid El-Gon Office;general power of attorney (tax affairs);13;Completed;bad experience;16/01/2026
6882;Fayoum University Office;general comprehensive power of attorney (banks & others);15;Pending;not satisfied;04/01/2026
6883;Senores Office;motorcycle sale power of attorney;38.48291949;Completed;not satisfied;18/01/2026
6884;Tamiya Office;general comprehensive power of attorney (banks & others);15;Completed;average service;19/01/2026
6885;Fayoum University Office;rental contract authentication;25;Completed;not satisfied;19/01/2026
6886;Fayoum Model Office;general power of attorney (tax affairs);11;Pending;average service;04/01/2026
6887;Youssef El-Seddik Office;general power of attorney (court cases);13;Completed;average service;05/01/2026
6888;El Fayoum Al-Dawahy Office;rental contract authentication;26;Completed;very slow process;28/01/2026
6889;Itsaa Office;general power of attorney (court cases);15;Pending;average service;12/01/2026
6890;El Fayoum Al-Dawahy Office;motorcycle sale power of attorney;13;Pending;satisfied;02/01/2026
6891;Al-Breid El-Gon Office;car sale power of attorney;11;Completed;no feedback;18/01/2026
6892;Fayoum Model Office;motorcycle sale power of attorney;38.48291949;Completed;satisfied;23/01/2026
6893;El Fayoum Al-Dawahy Office;car operation authorization;14;Completed;no feedback;23/01/2026
6894;Fayoum University Office;general comprehensive power of attorney (banks & others);14;Completed;no feedback;31/01/2026
6895;Fayoum Model Office;car sale power of attorney;10;Pending;average service;20/01/2026
6896;Al-Breid El-Gon Office;motorcycle sale power of attorney;11;Pending;average service;10/01/2026
6897;Senores Office;general power of attorney (tax affairs);38.48291949;Pending;no feedback;11/01/2026
6898;Fayoum University Office;vehicle inheritance contract;202;Completed;satisfied;18/01/2026
6899;Itsaa Office;rental contract authentication;24;Completed;bad experience;01/01/2026
6900;Fayoum University Office;general power of attorney (court cases);14;Completed;excellent staff;01/01/2026
6901;El Fayoum Al-Dawahy Office;rental contract authentication;20;Completed;excellent staff;04/01/2026
6902;Itsaa Office;general power of attorney (tax affairs);15;Completed;satisfied;03/01/2026
6903;Fayoum University Office;general power of attorney (tax affairs);13;Pending;excellent staff;10/01/2026
6904;Tamiya Office;car operation authorization;15;Pending;average service;21/01/2026
6905;Fayoum University Office;motorcycle sale power of attorney;12;Pending;good;12/01/2026
6906;Itsaa Office;car operation authorization;14;Pending;average service;28/01/2026
6907;Al-Breid El-Gon Office;general comprehensive power of attorney (banks & others);11;Completed;satisfied;26/01/2026
6908;Senores Office;motorcycle sale power of attorney;15;Completed;not satisfied;17/01/2026
6909;Fayoum University Office;general comprehensive power of attorney (banks & others);14;Completed;average service;31/01/2026
6910;Fayoum University Office;general comprehensive power of attorney (banks & others);15;Completed;not satisfied;15/01/2026
6911;Unknown;general power of attorney (tax affairs);10;Completed;very slow process;06/01/2026
6912;Itsaa Office;car sale power of attorney;11;Pending;good service;03/01/2026
6913;El Fayoum Al-Dawahy Office;general power of attorney (tax affairs);10;Completed;excellent staff;24/01/2026
6914;Fayoum Model Office;car sale power of attorney;38.48291949;Pending;not satisfied;21/01/2026
6915;Youssef El-Seddik Office;general power of attorney (tax affairs);14;Completed;satisfied;13/01/2026
6916;Youssef El-Seddik Office;car sale power of attorney;13;Pending;good service;03/01/2026
6917;Senores Office;general power of attorney (court cases);15;Completed;average service;19/01/2026
6918;Al-Breid El-Gon Office;motorcycle sale power of attorney;15;Pending;good;16/01/2026
6919;El Fayoum Al-Dawahy Office;general power of attorney (court cases);12;Completed;no feedback;20/01/2026
6920;Itsaa Office;general power of attorney (tax affairs);10;Completed;very slow process;14/01/2026
6921;Itsaa Office;general power of attorney (tax affairs);15;Completed;good service;14/01/2026
6922;Youssef El-Seddik Office;vehicle inheritance contract;200;Completed;good service;13/01/2026
6923;Al-Breid El-Gon Office;car sale power of attorney;13;Pending;very slow process;31/01/2026
6924;Youssef El-Seddik Office;vehicle inheritance contract;234;Completed;good;05/01/2026
6925;Youssef El-Seddik Office;car operation authorization;14;Pending;not satisfied;18/01/2026
6926;Fayoum University Office;car sale power of attorney;10;Pending;good service;29/01/2026
6927;Fayoum Model Office;general comprehensive power of attorney (banks & others);12;Completed;average service;01/01/2026
6928;Fayoum University Office;motorcycle sale power of attorney;15;Pending;very slow process;03/01/2026
6929;Fayoum Model Office;general power of attorney (tax affairs);14;Pending;good service;28/01/2026
6930;Al-Breid El-Gon Office;general comprehensive power of attorney (banks & others);11;Completed;average service;19/01/2026
6931;Fayoum University Office;general comprehensive power of attorney (banks & others);13;Completed;satisfied;18/01/2026
6932;Senores Office;general power of attorney (tax affairs);14;Completed;excellent staff;26/01/2026
6933;Al-Breid El-Gon Office;rental contract authentication;26;Completed;not satisfied;02/01/2026
6934;Tamiya Office;general power of attorney (court cases);15;Completed;good service;18/01/2026
6935;Senores Office;car operation authorization;11;Completed;not satisfied;21/01/2026
6936;Fayoum Model Office;car sale power of attorney;12;Pending;average service;07/01/2026
6937;Senores Office;general comprehensive power of attorney (banks & others);12;Completed;good;17/01/2026
6938;Fayoum University Office;car operation authorization;11;Completed;not satisfied;25/01/2026
6939;Al-Breid El-Gon Office;general comprehensive power of attorney (banks & others);13;Completed;good;04/01/2026
6940;Senores Office;car sale power of attorney;15;Completed;good service;06/01/2026
6941;Senores Office;rental contract authentication;19;Pending;bad experience;29/01/2026
6942;Itsaa Office;general power of attorney (court cases);11;Completed;no feedback;08/01/2026
6943;Itsaa Office;car sale power of attorney;10;Completed;very slow process;07/01/2026
6944;Youssef El-Seddik Office;car operation authorization;13;Pending;no feedback;21/01/2026
6945;Youssef El-Seddik Office;motorcycle sale power of attorney;12;Completed;average service;18/01/2026
6946;Al-Breid El-Gon Office;car sale power of attorney;11;Completed;bad experience;29/01/2026
6947;Fayoum Model Office;general power of attorney (court cases);12;Pending;very slow process;23/01/2026
6948;Itsaa Office;motorcycle sale power of attorney;13;Pending;very slow process;28/01/2026
6949;Tamiya Office;general power of attorney (tax affairs);12;Completed;not satisfied;08/01/2026
6950;Fayoum Model Office;rental contract authentication;16;Pending;bad experience;30/01/2026
6951;Senores Office;car operation authorization;13;Completed;not satisfied;16/01/2026
6952;Youssef El-Seddik Office;general comprehensive power of attorney (banks & others);10;Pending;average service;07/01/2026
6953;Senores Office;motorcycle sale power of attorney;38.48291949;Pending;not satisfied;07/01/2026
6954;Fayoum Model Office;car sale power of attorney;14;Pending;good service;28/01/2026
6955;Fayoum Model Office;motorcycle sale power of attorney;15;Completed;not satisfied;27/01/2026
6956;El Fayoum Al-Dawahy Office;general power of attorney (court cases);11;Completed;good service;27/01/2026
6957;Youssef El-Seddik Office;general comprehensive power of attorney (banks & others);13;Pending;excellent staff;30/01/2026
6958;Itsaa Office;car operation authorization;15;Completed;good service;29/01/2026
6959;Fayoum University Office;car operation authorization;11;Completed;bad experience;30/01/2026
6960;Youssef El-Seddik Office;rental contract authentication;23;Completed;bad experience;14/01/2026
6961;Al-Breid El-Gon Office;vehicle inheritance contract;234;Pending;excellent staff;27/01/2026
6962;Tamiya Office;vehicle inheritance contract;236;Pending;good service;19/01/2026
6963;Youssef El-Seddik Office;general comprehensive power of attorney (banks & others);14;Pending;bad experience;31/01/2026
6964;Tamiya Office;car operation authorization;12;Completed;good service;10/01/2026
6965;Fayoum University Office;car sale power of attorney;15;Completed;not satisfied;23/01/2026
6966;Youssef El-Seddik Office;rental contract authentication;21;Completed;good service;06/01/2026
6967;Al-Breid El-Gon Office;car operation authorization;13;Completed;good service;30/01/2026
6968;Fayoum University Office;motorcycle sale power of attorney;13;Completed;average service;20/01/2026
6969;Al-Breid El-Gon Office;general comprehensive power of attorney (banks & others);12;Pending;good;16/01/2026
6970;Fayoum Model Office;rental contract authentication;21;Completed;good;08/01/2026
6971;Fayoum Model Office;general comprehensive power of attorney (banks & others);10;Pending;good service;16/01/2026
6972;Al-Breid El-Gon Office;car sale power of attorney;10;Completed;satisfied;20/01/2026
6973;Tamiya Office;general power of attorney (tax affairs);11;Completed;excellent staff;16/01/2026
6974;El Fayoum Al-Dawahy Office;general comprehensive power of attorney (banks & others);14;Completed;no feedback;13/01/2026
6975;Fayoum University Office;general power of attorney (tax affairs);15;Completed;good service;22/01/2026
